lead_id,fecha_lead,industria,programa_producto_interes,tipo_campana,fuente_meta,dispositivo,hora_generacion,cargo_lead,empresa_lead,ciudad,urgencia_compra,interaccion_previa,horas_hasta_contacto,lead_respondio,intentos_contacto,observacion_asesor,status,compro
L0761,2025-08-12,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Asistente,Empresa 201,Cúcuta,10,No,8,No,7,Se envía información vía WhatsApp,NI,No
L0762,2025-06-21,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Analista,Empresa 408,Barranquilla,3,No,26,Sí,4,No aplica,SG,No
L0763,2025-10-20,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Analista,Empresa 409,Bucaramanga,10,Sí,0,No contactado,1,Ya contrató con otro,NC,No
L0764,2025-05-31,Educación,Bootcamp Liderazgo,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Coordinador,Empresa 435,Valledupar,5,No,45,No,4,Ya contrató con otro,NI,No
L0765,2025-08-12,Seguros,Seguro de Auto,WhatsApp,Instagram,Mobile,Madrugada (12am-6am),Especialista,Empresa 280,Bucaramanga,10,No,15,No,1,Se envía información vía WhatsApp,NC,No
L0766,2025-10-19,Educación,IA Generativa para Empresas,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 152,Medellín,10,No,80,No,5,MSJW,NI,No
L0767,2025-11-14,Educación,Facebook Ads Profesional,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Jefe,Empresa 492,Valledupar,6,No,2,No contactado,7,No contesta,NC,No
L0768,2025-08-29,Seguros,Seguro de Auto,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Empresario,Empresa 325,Cali,2,Sí,25,No,2,No tiene recurso,NC,No
L0769,2025-09-03,Educación,Licitaciones Exitosas,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Asesor,Empresa 74,Ibagué,7,No,132,Sí,3,Revisión de Info,NC,No
L0770,2025-07-14,Ropa Deportiva,Ropa Ciclismo - Jersey,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Supervisor,Empresa 153,Bucaramanga,3,No,75,Sí,7,Revisión de Info,NI,No
L0771,2025-06-13,Educación,Power BI Empresarial,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Supervisor,Empresa 347,Pereira,1,No,129,No,4,Ya contrató con otro,SG,No
L0772,2025-10-23,Seguros,Seguro de Vida,Messenger,Facebook,Desktop,Mañana (6am-12pm),Supervisor,Empresa 455,Bogotá,10,No,2,Sí,4,seguimiento,AP,Sí
L0773,2025-11-17,Seguros,Seguro de Auto,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 469,Manizales,3,No,2,Sí,5,seguimiento,AP,Sí
L0774,2025-11-01,Educación,Actualización Tributaria,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Contador,Empresa 495,Bucaramanga,9,No,7,No contactado,4,Sin respuesta WhatsApp,SG,No
L0775,2025-07-26,Educación,Actualización Tributaria,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Asesor,Empresa 408,Villavicencio,10,No,130,No,1,No aplica,SG,No
L0776,2025-06-20,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Desktop,Mañana (6am-12pm),Profesional Independiente,Empresa 444,Pereira,6,No,29,No contactado,1,No es urgente ahora,NI,No
L0777,2025-11-19,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Desktop,Mañana (6am-12pm),Auxiliar,Empresa 374,Cartagena,6,Sí,137,Sí,2,Se programa llamada,SG,No
L0778,2025-08-10,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Empresario,Empresa 332,Cartagena,4,No,4,No contactado,2,Desea cotización,NI,No
L0779,2025-11-16,Seguros,ARL,Lead Form,Instagram,Mobile,Noche (6pm-12am),Supervisor,Empresa 192,Manizales,8,Sí,26,No,7,Revisión de Info,NI,No
L0780,2025-10-25,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Desktop,Tarde (12pm-6pm),Profesional Independiente,Empresa 491,Cali,5,Sí,32,Sí,2,Llamar nuevamente,SG,No
L0781,2025-06-24,Educación,Facebook Ads Profesional,Lead Form,Facebook,Mobile,Madrugada (12am-6am),Auxiliar,Empresa 487,Pasto,7,No,136,No,1,Se encontraba en reunión,NI,No
L0782,2025-10-16,Educación,Actualización Tributaria,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Gerente,Empresa 6,Pasto,9,No,146,Sí,6,No es urgente ahora,SG,No
L0783,2025-06-04,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Asesor,Empresa 284,Barranquilla,5,No,80,No,6,No contesta,NC,No
L0784,2025-08-21,Educación,Actualización Tributaria,WhatsApp,Facebook,Desktop,Noche (6pm-12am),Analista,Empresa 448,Manizales,5,No,2,No,2,Número sin WhatsApp,SG,No
L0785,2025-10-08,Educación,Bootcamp Liderazgo,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Empresario,Empresa 285,Armenia,4,No,9,Sí,2,seguimiento,AP,Sí
L0786,2025-09-11,Educación,IA Generativa para Empresas,Messenger,Facebook,Mobile,Noche (6pm-12am),Supervisor,Empresa 73,Cali,6,No,18,Sí,1,seguimiento,AP,Sí
L0787,2025-11-10,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Ambas Plataformas,Mobile,Madrugada (12am-6am),Administrador,Empresa 64,Bucaramanga,2,No,81,No,5,Número sin WhatsApp,SG,No
L0788,2025-08-27,Seguros,Seguro de Auto,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Jefe,Empresa 22,Pasto,3,No,81,Sí,7,Pendiente decisión gerencia,SG,No
L0789,2025-06-11,Seguros,Todo Riesgo Empresarial,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Director,Empresa 3,Valledupar,1,No,2,Sí,4,seguimiento,AP,Sí
L0790,2025-10-01,Educación,Bootcamp Liderazgo,Messenger,Facebook,Tablet,Noche (6pm-12am),Gerente,Empresa 294,Manizales,2,Sí,30,Sí,7,Pendiente decisión gerencia,SG,No
L0791,2025-11-06,Educación,Licitaciones Exitosas,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Analista,Empresa 306,Valledupar,2,No,29,No,3,No aplica,NI,No
L0792,2025-08-20,Educación,Excel Intermedio y Avanzado,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Asistente,Empresa 202,Cúcuta,8,No,27,No contactado,6,Número sin WhatsApp,NI,No
L0793,2025-05-28,Educación,Facebook Ads Profesional,Lead Form,Facebook,Mobile,Mañana (6am-12pm),Analista,Empresa 276,Villavicencio,8,No,8,Sí,6,seguimiento,AP,Sí
L0794,2025-09-09,Educación,Preparación de Renta Personas Naturales,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Profesional Independiente,Empresa 281,Pasto,2,No,11,Sí,1,seguimiento,AP,Sí
L0795,2025-09-27,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Consultor,Empresa 485,Neiva,6,No,139,No,7,Información enviada,NC,No
L0796,2025-06-21,Educación,IA Generativa para Empresas,Messenger,Facebook,Mobile,Mañana (6am-12pm),Coordinador,Empresa 44,Villavicencio,5,Sí,9,Sí,1,seguimiento,AP,Sí
L0797,2025-09-12,Educación,Facebook Ads Profesional,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Gerente,Empresa 157,Ibagué,3,No,2,No,3,Desea cotización,NC,No
L0798,2025-08-25,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Asistente,Empresa 108,Cartagena,5,Sí,147,Sí,7,Ya contrató con otro,NI,No
L0799,2025-11-03,Educación,Información Exógena,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 384,Neiva,5,No,23,Sí,3,NO CONTESTA,NC,No
L0800,2025-09-19,Educación,Contratación Estatal,Messenger,Facebook,Mobile,Mañana (6am-12pm),Consultor,Empresa 380,Pereira,5,No,7,No,2,MSJW,SG,No
L0801,2025-07-03,Educación,Excel Intermedio y Avanzado,Lead Form,Instagram,Mobile,Noche (6pm-12am),Empresario,Empresa 463,Villavicencio,3,No,0,Sí,7,seguimiento,AP,Sí
L0802,2025-09-13,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Desktop,Mañana (6am-12pm),Jefe,Empresa 372,Manizales,3,No,32,No,3,Ya contrató con otro,SG,No
L0803,2025-07-09,Educación,Bootcamp Liderazgo,Lead Form,Instagram,Desktop,Noche (6pm-12am),Analista,Empresa 177,Ibagué,4,No,4,No contactado,4,Se envía información vía WhatsApp,NI,No
L0804,2025-10-05,Educación,Power BI Empresarial,Lead Form,Facebook,Tablet,Noche (6pm-12am),Asesor,Empresa 109,Cali,7,No,121,Sí,4,Revisión de Info,NC,No
L0805,2025-11-07,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Administrador,Empresa 212,Armenia,2,Sí,2,Sí,6,seguimiento,AP,Sí
L0806,2025-08-02,Educación,Información Exógena,Lead Form,Facebook,Tablet,Tarde (12pm-6pm),Empresario,Empresa 464,Cúcuta,10,No,110,No contactado,4,Se programa llamada,NI,No
L0807,2025-10-29,Educación,Actualización Tributaria,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Asistente,Empresa 331,Pereira,4,Sí,36,No,7,Se envía información vía WhatsApp,NC,No
L0808,2025-10-09,Educación,Contratación Estatal,Messenger,Instagram,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 436,Bogotá,4,No,147,Sí,4,Precio muy alto,NI,No
L0809,2025-09-25,Seguros,Todo Riesgo Empresarial,Lead Form,Facebook,Mobile,Noche (6pm-12am),Supervisor,Empresa 263,Pasto,1,Sí,56,Sí,4,Información enviada,SG,No
L0810,2025-09-21,Educación,Contratación Estatal,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Coordinador,Empresa 73,Armenia,10,No,24,No,2,Se encontraba en reunión,NC,No
L0811,2025-09-13,Educación,Facebook Ads Profesional,Llamada Directa,Instagram,Mobile,Tarde (12pm-6pm),Supervisor,Empresa 83,Villavicencio,8,No,23,No,6,Contactar próxima semana,SG,No
L0812,2025-10-23,Educación,IA Generativa para Empresas,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Analista,Empresa 95,Bucaramanga,1,Sí,6,Sí,1,seguimiento,AP,Sí
L0813,2025-08-01,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Administrador,Empresa 114,Neiva,8,No,93,Sí,6,No tiene recurso,NI,No
L0814,2025-08-15,Educación,IA Generativa para Empresas,Messenger,Instagram,Mobile,Madrugada (12am-6am),Jefe,Empresa 316,Ibagué,7,Sí,17,No contactado,6,Precio muy alto,NI,No
L0815,2025-07-26,Educación,Power BI Empresarial,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 428,Manizales,9,No,10,No,6,Información enviada,NI,No
L0816,2025-06-16,Educación,IA Generativa para Empresas,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 130,Pasto,8,Sí,18,No contactado,3,Desea cotización,NI,No
L0817,2025-08-04,Educación,Excel Intermedio y Avanzado,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 100,Valledupar,5,No,1,No,1,No aplica,SG,No
L0818,2025-09-17,Seguros,Seguro de Vida,WhatsApp,Facebook,Desktop,Madrugada (12am-6am),Empresario,Empresa 59,Neiva,8,No,85,No contactado,3,No contesta,NI,No
L0819,2025-07-26,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Instagram,Desktop,Mañana (6am-12pm),Administrador,Empresa 93,Neiva,10,No,29,Sí,2,No contesta,NC,No
L0820,2025-09-20,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Especialista,Empresa 344,Manizales,3,Sí,36,No,2,MSJW,SG,No
L0821,2025-10-17,Educación,Facebook Ads Profesional,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Analista,Empresa 410,Medellín,10,No,33,Sí,5,seguimiento,AP,Sí
L0822,2025-10-28,Educación,Información Exógena,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Consultor,Empresa 291,Cartagena,7,No,27,No,5,No contesta,NI,No
L0823,2025-11-12,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Desktop,Tarde (12pm-6pm),Analista,Empresa 437,Bucaramanga,4,No,35,No,2,Contactar próxima semana,NI,No
L0824,2025-08-30,Educación,IA Generativa para Empresas,WhatsApp,Facebook,Mobile,Madrugada (12am-6am),Asistente,Empresa 28,Cúcuta,5,No,44,Sí,2,Contactar próxima semana,SG,No
L0825,2025-08-19,Educación,Licitaciones Exitosas,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Administrador,Empresa 436,Ibagué,9,No,14,No contactado,3,Información enviada,NC,No
L0826,2025-06-01,Educación,Licitaciones Exitosas,Messenger,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Jefe,Empresa 385,Manizales,7,No,3,No contactado,2,Contactar próxima semana,SG,No
L0827,2025-09-28,Educación,Bootcamp Liderazgo,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Director,Empresa 478,Valledupar,4,No,2,Sí,7,seguimiento,AP,Sí
L0828,2025-08-16,Educación,IA Generativa para Empresas,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Consultor,Empresa 282,Bogotá,6,Sí,5,No,1,NO CONTESTA,NI,No
L0829,2025-07-10,Educación,Excel Intermedio y Avanzado,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Auxiliar,Empresa 237,Pereira,10,No,2,Sí,3,seguimiento,AP,Sí
L0830,2025-09-26,Educación,IA Generativa para Empresas,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Coordinador,Empresa 331,Cúcuta,7,No,39,Sí,2,seguimiento,AP,Sí
L0831,2025-07-18,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Gerente,Empresa 282,Bucaramanga,10,No,38,No contactado,3,Se programa llamada,NI,No
L0832,2025-08-23,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Desktop,Tarde (12pm-6pm),Gerente,Empresa 38,Cali,9,No,50,Sí,3,Número sin WhatsApp,SG,No
L0833,2025-07-30,Educación,Power BI Empresarial,WhatsApp,Instagram,Desktop,Mañana (6am-12pm),Administrador,Empresa 149,Bogotá,4,No,0,No contactado,4,No es urgente ahora,SG,No
L0834,2025-08-20,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Analista,Empresa 344,Pereira,10,Sí,9,Sí,5,Información enviada,NC,No
L0835,2025-08-04,Educación,Preparación de Renta Personas Naturales,Lead Form,Facebook,Mobile,Madrugada (12am-6am),Asistente,Empresa 35,Pasto,3,No,14,No,3,Información enviada,NC,No
L0836,2025-10-24,Ropa Deportiva,Ropa Ciclismo - Jersey,Lead Form,Facebook,Mobile,Noche (6pm-12am),Contador,Empresa 129,Barranquilla,8,No,133,No,6,Se encontraba en reunión,SG,No
L0837,2025-11-20,Seguros,Seguro de Vida,Messenger,Instagram,Desktop,Tarde (12pm-6pm),Asesor,Empresa 51,Cartagena,1,No,45,Sí,7,Se programa llamada,NI,No
L0838,2025-08-03,Educación,Actualización Tributaria,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 102,Cúcuta,9,No,116,Sí,7,Llamar nuevamente,NI,No
L0839,2025-10-14,Educación,Excel Intermedio y Avanzado,Lead Form,Facebook,Desktop,Noche (6pm-12am),Analista,Empresa 372,Pasto,1,No,6,No contactado,3,No contesta,NI,No
L0840,2025-05-27,Educación,Power BI Empresarial,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Supervisor,Empresa 298,Bucaramanga,2,Sí,2,No,6,Se encontraba en reunión,NC,No
L0841,2025-10-04,Educación,Licitaciones Exitosas,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Gerente,Empresa 250,Valledupar,8,No,0,Sí,7,Revisión de Info,SG,No
L0842,2025-07-12,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Mobile,Noche (6pm-12am),Gerente,Empresa 488,Valledupar,9,No,24,No,4,No tiene recurso,SG,No
L0843,2025-06-15,Educación,Información Exógena,WhatsApp,Facebook,Mobile,Mañana (6am-12pm),Auxiliar,Empresa 170,Ibagué,7,Sí,43,Sí,2,seguimiento,AP,Sí
L0844,2025-07-25,Educación,Actualización Tributaria,Llamada Directa,Facebook,Mobile,Mañana (6am-12pm),Empresario,Empresa 183,Armenia,3,No,2,Sí,3,seguimiento,AP,Sí
L0845,2025-09-06,Educación,Excel Intermedio y Avanzado,WhatsApp,Ambas Plataformas,Mobile,Madrugada (12am-6am),Contador,Empresa 66,Pereira,7,No,24,No,4,Revisión de Info,NI,No
L0846,2025-09-27,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Analista,Empresa 344,Cali,6,No,2,Sí,1,seguimiento,AP,Sí
L0847,2025-10-14,Educación,Información Exógena,WhatsApp,Instagram,Tablet,Mañana (6am-12pm),Consultor,Empresa 336,Villavicencio,2,No,153,No contactado,4,Se envía información vía WhatsApp,NC,No
L0848,2025-07-25,Educación,Power BI Empresarial,Llamada Directa,Facebook,Mobile,Tarde (12pm-6pm),Auxiliar,Empresa 121,Manizales,3,No,106,No,5,Se envía información vía WhatsApp,NI,No
L0849,2025-11-17,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Consultor,Empresa 52,Armenia,10,No,42,No contactado,5,Desea cotización,NI,No
L0850,2025-09-23,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Facebook,Mobile,Noche (6pm-12am),Asistente,Empresa 146,Pasto,10,Sí,0,Sí,2,seguimiento,AP,Sí
L0851,2025-11-06,Educación,Power BI Empresarial,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Auxiliar,Empresa 318,Bogotá,5,No,6,No contactado,6,No le interesa,NC,No
L0852,2025-09-27,Educación,Bootcamp Liderazgo,Lead Form,Ambas Plataformas,Mobile,Madrugada (12am-6am),Analista,Empresa 36,Cúcuta,10,No,76,No,2,Ya contrató con otro,NC,No
L0853,2025-09-16,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Profesional Independiente,Empresa 461,Cartagena,4,No,0,No,7,Se envía información vía WhatsApp,NC,No
L0854,2025-05-29,Educación,Actualización Tributaria,Messenger,Ambas Plataformas,Desktop,Tarde (12pm-6pm),Especialista,Empresa 100,Pasto,2,Sí,20,No contactado,6,Se encontraba en reunión,NC,No
L0855,2025-06-17,Educación,Power BI Empresarial,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Director,Empresa 163,Ibagué,4,No,12,No,6,Precio muy alto,NI,No
L0856,2025-08-08,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Administrador,Empresa 249,Pasto,8,No,14,Sí,6,NO CONTESTA,NI,No
L0857,2025-07-20,Educación,Licitaciones Exitosas,WhatsApp,Ambas Plataformas,Mobile,Mañana (6am-12pm),Analista,Empresa 231,Cúcuta,5,No,123,No,6,Número sin WhatsApp,NC,No
L0858,2025-09-05,Educación,Licitaciones Exitosas,Lead Form,Facebook,Mobile,Madrugada (12am-6am),Jefe,Empresa 169,Armenia,5,Sí,2,No contactado,5,Número sin WhatsApp,NC,No
L0859,2025-11-18,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Instagram,Mobile,Noche (6pm-12am),Gerente,Empresa 316,Cali,10,No,3,No,7,Información enviada,SG,No
L0860,2025-07-26,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Contador,Empresa 338,Pereira,3,No,69,No,5,Se programa llamada,NI,No
L0861,2025-08-11,Ropa Deportiva,Accesorios Ciclismo,Messenger,Facebook,Desktop,Tarde (12pm-6pm),Supervisor,Empresa 157,Valledupar,8,No,41,No,3,Se encontraba en reunión,NI,No
L0862,2025-11-10,Educación,Información Exógena,Lead Form,Instagram,Mobile,Mañana (6am-12pm),Supervisor,Empresa 356,Ibagué,6,No,3,No contactado,7,No tiene recurso,SG,No
L0863,2025-10-20,Educación,Contratación Estatal,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Consultor,Empresa 300,Barranquilla,2,No,53,Sí,5,Pendiente pago,SG,No
L0864,2025-08-27,Educación,Actualización Tributaria,Lead Form,Instagram,Mobile,Noche (6pm-12am),Contador,Empresa 79,Villavicencio,2,No,8,No,2,MSJW,SG,No
L0865,2025-09-23,Educación,Excel Intermedio y Avanzado,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Administrador,Empresa 290,Manizales,9,No,126,Sí,5,Llamar nuevamente,NC,No
L0866,2025-10-13,Educación,IA Generativa para Empresas,Lead Form,Facebook,Mobile,Madrugada (12am-6am),Empresario,Empresa 291,Pasto,7,No,13,No,7,Se programa llamada,NC,No
L0867,2025-10-07,Ropa Deportiva,Ropa Ciclismo - Conjunto,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Director,Empresa 187,Pasto,10,No,1,No,7,No tiene recurso,SG,No
L0868,2025-08-21,Educación,Información Exógena,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Jefe,Empresa 414,Cartagena,9,No,0,Sí,2,Se envía información vía WhatsApp,SG,No
L0869,2025-09-10,Seguros,Seguro de Auto,Messenger,Facebook,Mobile,Noche (6pm-12am),Gerente,Empresa 162,Armenia,6,No,2,Sí,1,seguimiento,AP,Sí
L0870,2025-10-12,Educación,Información Exógena,Messenger,Instagram,Mobile,Mañana (6am-12pm),Especialista,Empresa 491,Cartagena,5,No,123,No,7,Se programa llamada,NI,No
L0871,2025-08-17,Educación,Facebook Ads Profesional,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Supervisor,Empresa 220,Cartagena,1,No,101,Sí,5,Se envía información vía WhatsApp,NC,No
L0872,2025-08-23,Seguros,Todo Riesgo Empresarial,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Administrador,Empresa 87,Villavicencio,6,No,48,Sí,2,Sin respuesta WhatsApp,SG,No
L0873,2025-11-20,Educación,Contratación Estatal,Lead Form,Instagram,Mobile,Tarde (12pm-6pm),Administrador,Empresa 3,Cartagena,6,No,28,No contactado,6,Se envía información vía WhatsApp,SG,No
L0874,2025-09-18,Educación,Facebook Ads Profesional,Lead Form,Instagram,Desktop,Noche (6pm-12am),Consultor,Empresa 161,Pereira,3,No,7,Sí,7,seguimiento,AP,Sí
L0875,2025-08-02,Seguros,Todo Riesgo Empresarial,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Administrador,Empresa 127,Valledupar,3,No,22,No,4,Número sin WhatsApp,NC,No
L0876,2025-08-11,Ropa Deportiva,Ropa Ciclismo - Jersey,WhatsApp,Facebook,Mobile,Noche (6pm-12am),Contador,Empresa 403,Cartagena,3,No,13,No contactado,6,Ya contrató con otro,NC,No
L0877,2025-07-28,Ropa Deportiva,Accesorios Ciclismo,Lead Form,Facebook,Mobile,Tarde (12pm-6pm),Jefe,Empresa 114,Barranquilla,3,No,25,Sí,3,MSJW,NC,No
L0878,2025-07-23,Ropa Deportiva,Ropa Ciclismo - Conjunto,Lead Form,Instagram,Desktop,Tarde (12pm-6pm),Asesor,Empresa 365,Valledupar,7,No,46,Sí,7,Precio muy alto,NC,No
L0879,2025-06-24,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Auxiliar,Empresa 379,Pasto,10,No,26,No,2,Información enviada,SG,No
L0880,2025-07-13,Educación,Contratación Estatal,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Empresario,Empresa 329,Bogotá,2,No,33,No,6,No contesta,NC,No
L0881,2025-08-13,Educación,Actualización Tributaria,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Administrador,Empresa 224,Cali,10,No,8,No contactado,5,No es urgente ahora,NC,No
L0882,2025-06-24,Educación,Preparación de Renta Personas Naturales,Lead Form,Ambas Plataformas,Mobile,Tarde (12pm-6pm),Analista,Empresa 142,Cúcuta,10,Sí,30,No contactado,5,No aplica,NC,No
L0883,2025-10-09,Educación,Licitaciones Exitosas,WhatsApp,Ambas Plataformas,Tablet,Tarde (12pm-6pm),Analista,Empresa 431,Valledupar,2,Sí,6,No,7,MSJW,NI,No
L0884,2025-11-17,Educación,Contratación Estatal,WhatsApp,Instagram,Mobile,Mañana (6am-12pm),Administrador,Empresa 185,Ibagué,3,No,127,Sí,1,Número sin WhatsApp,SG,No
L0885,2025-07-11,Ropa Deportiva,Ropa Ciclismo - Conjunto,Messenger,Facebook,Desktop,Tarde (12pm-6pm),Profesional Independiente,Empresa 69,Barranquilla,10,No,24,Sí,4,seguimiento,AP,Sí
L0886,2025-07-13,Ropa Deportiva,Accesorios Ciclismo,WhatsApp,Instagram,Desktop,Tarde (12pm-6pm),Consultor,Empresa 348,Ibagué,7,No,8,Sí,7,Pendiente decisión gerencia,SG,No
L0887,2025-07-19,Educación,Bootcamp Liderazgo,Lead Form,Facebook,Desktop,Tarde (12pm-6pm),Asesor,Empresa 376,Cali,3,Sí,30,Sí,2,Precio muy alto,SG,No
L0888,2025-09-25,Ropa Deportiva,Ropa Ciclismo - Pantalón,WhatsApp,Instagram,Mobile,Madrugada (12am-6am),Gerente,Empresa 170,Bogotá,7,No,14,No,6,Desea cotización,NI,No
L0889,2025-08-03,Seguros,Seguro de Vida,WhatsApp,Instagram,Mobile,Tarde (12pm-6pm),Jefe,Empresa 450,Bucaramanga,9,No,3,No,4,Pendiente decisión gerencia,SG,No
L0890,2025-10-22,Educación,Preparación de Renta Personas Naturales,WhatsApp,Instagram,Mobile,Noche (6pm-12am),Coordinador,Empresa 246,Ibagué,10,No,39,Sí,1,seguimiento,AP,Sí
L0891,2025-10-06,Ropa Deportiva,Ropa Ciclismo - Pantalón,Lead Form,Facebook,Desktop,Mañana (6am-12pm),Contador,Empresa 237,Ibagué,4,No,29,No contactado,7,No le interesa,NI,No
L0892,2025-10-24,Educación,Excel Intermedio y Avanzado,Messenger,Facebook,Mobile,Tarde (12pm-6pm),Asistente,Empresa 229,Bogotá,7,No,25,Sí,3,No es urgente ahora,SG,No
L0893,2025-08-05,Seguros,Seguro de Salud,Messenger,Instagram,Mobile,Noche (6pm-12am),Asistente,Empresa 184,Armenia,9,No,1,Sí,4,Llamar nuevamente,SG,No
L0894,2025-06-19,Seguros,Seguro de Vida,WhatsApp,Facebook,Mobile,Tarde (12pm-6pm),Analista,Empresa 397,Cúcuta,8,No,21,No,1,No es urgente ahora,NC,No
L0895,2025-07-13,Educación,Actualización Tributaria,Lead Form,Ambas Plataformas,Mobile,Noche (6pm-12am),Supervisor,Empresa 157,Barranquilla,8,Sí,22,Sí,7,Pendiente pago,SG,No
L0896,2025-08-08,Educación,Contratación Estatal,WhatsApp,Facebook,Desktop,Tarde (12pm-6pm),Coordinador,Empresa 250,Neiva,9,No,2,Sí,7,seguimiento,AP,Sí
